time, x, y, heading, vel_x, vel_y, vel_heading,
75.216, -5.6733e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 2.22981e-16, -9.03149e-16, 
75.224, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.90794e-16, 1.09098e-15, 
75.232, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.21187e-16, 7.32683e-17, 
75.24, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.02441e-16, 1.783e-16, 
75.248, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.45216e-16, 3.68459e-16, 
75.256, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -4.9615e-16, 5.23678e-16, 
75.264, -5.6733e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 2.24464e-16, -7.3226e-16, 
75.272, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.47384e-16, 5.99064e-16, 
75.28, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.44234e-15, 2.12394e-16, -9.0209e-17, 
75.288, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -6.21722e-16, 1.27055e-18, 
75.296, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 1.05244e-16, 4.42998e-16, 
75.304, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.89947e-16, 2.95191e-16, 
75.312, -5.6733e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 1.77665e-16, -8.4068e-16, 
75.32, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 9.86793e-17, -2.79521e-17, 
75.328, -5.6733e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -5.37866e-16, -6.4438e-16, 
75.336, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.41031e-16, 1.25784e-16, 
75.344, -5.6733e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.86721e-16, -3.91964e-16, 
75.352, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 3.98105e-17, 2.20864e-16, 
75.36, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, -4.94879e-16, 1.8423e-17, 
75.368, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, 1.38913e-16, -6.41839e-16, 
75.376, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.91006e-16, 1.74701e-16, 
75.384, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.53686e-16, -5.93347e-16, 
75.392, -5.67329e-10, -4.41073e-08, 1.22376e-05, 2.98156e-15, -3.15308e-16, 1.08124e-15, 
75.4, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 1.79147e-16, 2.6131e-16, 
75.408, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -3.34154e-16, -1.07785e-15, 
75.416, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.20652e-16, 8.71385e-16, 
75.424, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 1.85712e-16, -9.02937e-16, 
75.432, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -5.01867e-16, 8.27551e-16, 
75.44, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 3.44107e-16, -8.4068e-17, 
75.448, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.6491e-16, 5.99064e-16, 
75.456, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -6.26169e-16, -3.19755e-16, 
75.464, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, 2.25523e-16, -4.39398e-16, 
75.472, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.16417e-16, 1.35525e-16, 
75.48, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.59777e-16, 4.56339e-16, 
75.488, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.94979e-16, -4.85562e-16, 
75.496, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.10488e-16, 9.48253e-16, 
75.504, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.95303e-16, 6.79532e-16, 
75.512, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 1.88253e-16, -5.18596e-16, 
75.52, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 4.38975e-16, -5.45489e-16, 
75.528, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.60362e-16, 6.07534e-16, 
75.536, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.40346e-16, -6.83132e-16, 
75.544, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 2.28699e-16, -6.42051e-16, 
75.552, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.97632e-16, 4.89585e-16, 
75.56, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 2.6618e-16, -3.97894e-16, 
75.568, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, -5.34266e-16, -1.52466e-16, 
75.576, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.17214e-16, 6.22569e-17, 
75.584, -5.67329e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 1.95876e-16, -8.78585e-16, 
75.592, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.54221e-16, 7.01767e-16, 
75.6, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.38813e-15, 2.06676e-16, 1.18373e-16, 
75.608, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, 3.47707e-16, -4.54221e-16, 
75.616, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -5.59254e-16, 1.04122e-15, 
75.624, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 2.82909e-16, -3.45589e-16, 
75.632, -5.67329e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.00223e-16, -2.77403e-17, 
75.64, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.32249e-16, 3.89212e-16, 
75.648, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, 2.38228e-16, -4.99326e-16, 
75.656, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 1.35102e-16, -8.09128e-16, 
75.664, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.20975e-16, 7.60424e-16, 
75.672, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.01967e-16, 9.72606e-16, 
75.68, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 3.3606e-16, -3.71212e-16, 
75.688, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -4.82809e-16, 3.01544e-16, 
75.696, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.16205e-16, 3.86882e-16, 
75.704, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.06576e-15, -3.84976e-16, -4.05305e-16, 
75.712, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.0477e-16, 4.77303e-16, 
75.72, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.1684e-16, -5.78524e-16, 
75.728, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.69468e-16, 8.42798e-17, 
75.736, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.02017e-16, 4.18646e-16, 
75.744, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.00535e-16, -6.27228e-16, 
75.752, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.13776e-16, 5.85935e-16, 
75.76, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 2.60674e-16, 5.12455e-17, 
75.768, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.17426e-16, 3.41566e-16, 
75.776, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, -4.8895e-16, -1.24323e-15, 
75.784, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.9625e-16, 4.35375e-16, 
75.792, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -2.81003e-16, -3.00061e-16, 
75.8, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.40084e-16, 5.91864e-16, 
75.808, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 3.31613e-16, -1.95453e-16, 
75.816, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -5.27066e-16, 2.94344e-16, 
75.824, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 4.48716e-16, 2.39075e-16, 
75.832, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -5.17114e-16, -6.53909e-16, 
75.84, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.37381e-16, -1.10961e-15, 
75.848, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.30081e-16, 7.75035e-16, 
75.856, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 1.97359e-16, -7.3226e-16, 
75.864, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 4.2881e-16, 7.90917e-16, 
75.872, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -3.75659e-16, -7.68682e-17, 
75.88, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.51357e-16, 2.8905e-16, 
75.888, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -4.61633e-16, -3.62318e-16, 
75.896, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.55592e-16, -2.72109e-16, 
75.904, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 2.82062e-16, 1.0103e-15, 
75.912, -5.67328e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.4808e-16, 1.10114e-17, 
75.92, -5.67328e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 3.16367e-16, -9.44442e-16, 
75.928, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.72009e-16, 7.95787e-16, 
75.936, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 4.43845e-16, -3.18696e-16, 
75.944, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.51357e-16, 9.76205e-16, 
75.952, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -3.33307e-16, -1.16996e-15, 
75.96, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.60513e-16, 5.16055e-16, 
75.968, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.53798e-16, 5.82335e-16, 
75.976, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.53686e-16, -4.60151e-16, 
75.984, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.00866e-15, 3.33519e-16, 7.10449e-16, 
75.992, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -4.15046e-16, -5.05255e-16, 
76, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 3.42201e-16, 1.82747e-16, 
76.008, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.33146e-16, 6.07958e-16, 
76.016, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -4.73703e-16, -4.56339e-16, 
76.024, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.05221e-15, 2.87144e-16, -1.36669e-15, 
76.032, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.08998e-15, -5.43795e-16, 2.07523e-16, 
76.04, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 2.32934e-16, -5.64971e-16, 
76.048, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -4.05305e-16, -4.84503e-16, 
76.056, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.4199e-16, -5.24949e-16, 
76.064, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.45589e-15, 3.1912e-16, -1.63477e-16, 
76.072, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -4.45328e-16, 6.32098e-16, 
76.08, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 1.59666e-16, -5.91653e-16, 
76.088, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.30928e-16, 7.95576e-16, 
76.096, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.24625e-16, 1.59877e-16, 
76.104, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 1.23667e-16, -3.44107e-16, 
76.112, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -5.07373e-16, -9.85946e-16, 
76.12, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.32884e-16, 2.91379e-16, 
76.128, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.3124e-16, -1.09458e-15, 
76.136, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.42625e-16, 5.61371e-16, 
76.144, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.38601e-16, 3.04932e-17, 
76.152, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, -4.1314e-16, 6.03934e-16, 
76.16, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.37458e-15, 2.27217e-16, -3.17637e-17, 
76.168, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 3.05567e-16, -3.48978e-16, 
76.176, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.44234e-15, -5.1669e-16, 8.9362e-17, 
76.184, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.1552e-16, 2.15993e-16, 
76.192, -5.67327e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, -4.91067e-16, -9.82558e-16, 
76.2, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 3.07473e-16, 7.16166e-16, 
76.208, -5.67327e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 4.69256e-16, -2.6618e-16, 
76.216, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.8535e-16, 4.44481e-16, 
76.224, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.41828e-16, 2.91379e-16, 
76.232, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, -4.52104e-16, -2.29334e-16, 
76.24, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 2.5538e-16, -8.12728e-16, 
76.248, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.45004e-16, 9.31101e-16, 
76.256, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, -4.82597e-16, -1.52254e-16, 
76.264, -5.67326e-10, -4.41073e-08, 1.22376e-05, 2.99511e-15, 2.32299e-16, 9.61382e-16, 
76.272, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.6978e-16, -6.34428e-16, 
76.28, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.04458e-16, 4.88103e-16, 
76.288, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.15943e-16, 5.11396e-16, 
76.296, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 3.18484e-16, -7.41154e-18, 
76.304, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, -4.19281e-16, -1.59666e-16, 
76.312, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 8.25857e-17, 4.36857e-16, 
76.32, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -4.21399e-16, -5.78524e-16, 
76.328, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.90744e-16, 4.24575e-16, 
76.336, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 2.92862e-16, -2.83121e-16, 
76.344, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.84976e-16, 2.40346e-16, 
76.352, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 2.9265e-16, -9.34913e-16, 
76.36, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.4321e-16, 6.3591e-16, 
76.368, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 3.64648e-16, -5.86994e-16, 
76.376, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.63427e-16, 3.6973e-16, 
76.384, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -4.72856e-16, 4.63751e-17, 
76.392, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 2.71898e-16, -3.91964e-16, 
76.4, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, -3.95776e-16, -4.94032e-16, 
76.408, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.17637e-16, 7.24848e-16, 
76.416, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 3.64224e-16, -2.13664e-16, 
76.424, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, -3.9747e-16, 2.75921e-16, 
76.432, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.8418e-16, -2.02653e-16, 
76.44, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -4.99538e-16, 9.85099e-16, 
76.448, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 1.17738e-16, -7.45601e-16, 
76.456, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 2.5051e-16, 2.64698e-16, 
76.464, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -5.18596e-16, 4.95514e-16, 
76.472, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.78116e-15, 2.75286e-16, -5.2749e-16, 
76.48, -5.67326e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 3.99164e-16, -5.42101e-16, 
76.488, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.13352e-16, 8.93408e-16, 
76.496, -5.67326e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.28064e-16, 1.11173e-16, 
76.504, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.94506e-16, 6.79744e-16, 
76.512, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 1.73218e-16, -9.0209e-17, 
76.52, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.17214e-16, 4.41728e-16, 
76.528, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -3.75024e-16, -4.4321e-16, 
76.536, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 1.96935e-16, 5.89747e-16, 
76.544, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 3.03026e-16, -6.24899e-16, 
76.552, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -4.54221e-16, 5.97158e-17, 
76.56, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 1.60936e-16, -2.40134e-16, 
76.568, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.03923e-16, -3.69942e-16, 
76.576, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -4.62904e-16, 1.0122e-16, 
76.584, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.89635e-16, 3.64224e-17, 
76.592, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 1.47172e-16, -8.5275e-16, 
76.6, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -2.49451e-16, 6.27016e-16, 
76.608, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 1.73642e-16, -2.05405e-17, 
76.616, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 1.38702e-16, 3.88153e-16, 
76.624, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -5.08643e-16, 4.42786e-16, 
76.632, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.74389e-16, -3.01544e-16, 
76.64, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.75405e-15, 1.41666e-16, 4.27752e-17, 
76.648, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -4.40034e-16, 2.47969e-16, 
76.656, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.03026e-16, -3.4326e-16, 
76.664, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.36103e-15, 2.85027e-16, 6.21299e-16, 
76.672, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.63327e-16, -5.48454e-17, 
76.68, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 2.21287e-16, -1.25784e-16, 
76.688, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, -4.03823e-16, -6.06476e-16, 
76.696, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.63215e-16, 4.28175e-16, 
76.704, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.22931e-16, 3.89423e-16, 
76.712, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -4.50198e-16, -4.44269e-16, 
76.72, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 1.74701e-16, 3.6973e-16, 
76.728, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, -4.72221e-16, 1.36796e-16, 
76.736, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.42879e-15, 2.00112e-16, -7.19978e-18, 
76.744, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.68671e-16, 6.12405e-16, 
76.752, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.86832e-16, -1.15705e-15, 
76.76, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, 3.24202e-16, 3.02814e-16, 
76.768, -5.67325e-10, -4.41073e-08, 1.22376e-05, 4.09286e-15, 2.93709e-16, -5.96946e-16, 
76.776, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -5.27913e-16, 8.59527e-16, 
76.784, -5.67325e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.3119e-16, 6.45439e-16, 
76.792, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.80903e-16, -5.63489e-16, 
76.8, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.91168e-16, 2.33146e-16, 
76.808, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -5.10337e-16, 6.77203e-16, 
76.816, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 2.49239e-16, 7.00284e-16, 
76.824, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, 3.49613e-16, -3.52577e-16, 
76.832, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, -4.36645e-16, 2.68509e-16, 
76.84, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 1.74277e-16, 6.45439e-16, 
76.848, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, 3.85188e-16, 4.73491e-16, 
76.856, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.7676e-15, -3.5406e-16, -3.27166e-16, 
76.864, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 2.06041e-16, -1.59623e-15, 
76.872, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.08998e-15, -4.06152e-16, -1.69407e-17, 
76.88, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, 3.04932e-16, -7.26331e-16, 
76.888, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.06287e-15, -3.00908e-16, 1.38913e-16, 
76.896, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 3.11073e-16, -7.95787e-16, 
76.904, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 3.04297e-16, 2.53898e-16, 
76.912, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -3.94717e-16, 3.45378e-16, 
76.92, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 4.01282e-16, -1.96512e-16, 
76.928, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.10642e-15, -4.77303e-16, -7.56824e-16, 
76.936, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, 2.32934e-16, 2.92862e-16, 
76.944, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, 2.24675e-16, 2.43522e-17, 
76.952, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.95726e-16, 5.20078e-16, 
76.96, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.7405e-15, 3.4326e-16, -2.13664e-16, 
76.968, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.71339e-15, 3.05991e-16, -2.06253e-16, 
76.976, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.41524e-15, -3.91753e-16, 1.27055e-18, 
76.984, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, 2.01806e-16, 5.05255e-16, 
76.992, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.07931e-15, -3.16155e-16, -5.61159e-16, 
77, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, 3.22084e-16, 5.11184e-16, 
77.008, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.11997e-15, 2.49451e-16, -6.53909e-16, 
77.016, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.02221e-15, -3.38178e-16, 8.46821e-16, 
77.024, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.40168e-15, 2.17687e-16, -3.12132e-16, 
77.032, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.04932e-15, -4.65233e-16, 7.67412e-16, 
77.04, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.72694e-15, 4.09752e-16, -5.37866e-17, 
77.048, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.07642e-15, -4.69044e-16, -1.17102e-16, 
77.056, -5.67324e-10, -4.41073e-08, 1.22376e-05, 4.13352e-15, 3.71636e-16, -1.22163e-15, 
77.064, -5.67324e-10, -4.41073e-08, 1.22376e-05, 3.03577e-15, -3.63165e-16, 1.84018e-16, 
